ID,Name,Birth Year,Death Year,Country,Work,Instrumentation,Link
136,"Carcassi, Matteo",1792,1853,,"6 Airs variés d'une exécution brillante et facile, Op.18 (Carcassi, Matteo)",guitar,https://imslp.org/wiki/6_Airs_vari%C3%A9s_d'une_ex%C3%A9cution_brillante_et_facile%2C_Op.18_(Carcassi%2C_Matteo)
137,"Carulli, Ferdinando",1770,1841,,"3 Airs variés pour 2 guitarres, Op.166 (Carulli, Ferdinando)",2 guitars,https://imslp.org/wiki/3_Airs_vari%C3%A9s_pour_2_guitarres%2C_Op.166_(Carulli%2C_Ferdinando)
138,"Lintant, Charles",1758,1830,,"10 Airs variés pour guitare ou lyre (Lintant, Charles)",guitar (or lyre-guitar),https://imslp.org/wiki/10_Airs_vari%C3%A9s_pour_guitare_ou_lyre_(Lintant%2C_Charles)
139,"Simon, Charles",1773,1830,,"3 Airs Variés pour la Guitare avec Accompagnement d'Alto ou Violon, Op.5 (Simon, Charles)","guitar, viola (or violin)",https://imslp.org/wiki/3_Airs_Vari%C3%A9s_pour_la_Guitare_avec_Accompagnement_d'Alto_ou_Violon%2C_Op.5_(Simon%2C_Charles)
140,"Carulli, Ferdinando",1770,1841,,"2 Airs variés (Carulli, Ferdinando)",lyre (or guitar),https://imslp.org/wiki/2_Airs_vari%C3%A9s_(Carulli%2C_Ferdinando)
141,"Castro, Salvador",1770,1831,,"2 Airs variés, Op.7 (Castro, Salvador)",guitar,https://imslp.org/wiki/2_Airs_vari%C3%A9s%2C_Op.7_(Castro%2C_Salvador)
142,"Castro, Salvador",1770,1831,,"2 Airs Variés, Op.18 (Castro, Salvador)",guitar,https://imslp.org/wiki/2_Airs_Vari%C3%A9s%2C_Op.18_(Castro%2C_Salvador)
143,"Campion, François",1685,1747,,"Air (Campion, François)",guitar,https://imslp.org/wiki/Air_(Campion%2C_Fran%C3%A7ois)
144,"Le Cocq, François",1660,1729,,"Air (Le Cocq, François)",baroque guitar,https://imslp.org/wiki/Air_(Le_Cocq%2C_Fran%C3%A7ois)
145,"Sauter, Louis",,,,"Air (Sauter, Louis)",guitar,https://imslp.org/wiki/Air_(Sauter%2C_Louis)
146,"Knoop, María Dolores",1813,1892,,"Al Campo Della Gloria (Knoop, María Dolores)",guitar,https://imslp.org/wiki/Al_Campo_Della_Gloria_(Knoop%2C_Mar%C3%ADa_Dolores)
147,"Garcia Tolsa, Carlos",1858,1905,,"Al Fin Solos (Garcia Tolsa, Carlos)",guitar,https://imslp.org/wiki/Al_Fin_Solos_(Garcia_Tolsa%2C_Carlos)
148,"Sartori, Giacomo",1860,1946,,"Al Mare (Sartori, Giacomo)","2 mandolins, mandola and guitar",https://imslp.org/wiki/Al_Mare_(Sartori%2C_Giacomo)
149,"Damas, Tomás",1825,1890,,"Al viagero Artista (Damas, Tomás)",guitar,https://imslp.org/wiki/Al_viagero_Artista_(Damas%2C_Tom%C3%A1s)
150,"Hayden, Winslow Lewis",1839,1886,,"Aladdin Schottische, Op.292 (Hayden, Winslow Lewis)",guitar,https://imslp.org/wiki/Aladdin_Schottische%2C_Op.292_(Hayden%2C_Winslow_Lewis)
151,"Stankovych, Tatiana",,,,"L'alba (Stankovych, Tatiana)",guitar and piano,https://imslp.org/wiki/L'alba_(Stankovych%2C_Tatiana)
152,"Tárrega, Francisco",1852,1909,,"Alborada (Tárrega, Francisco)",guitar,https://imslp.org/wiki/Alborada_(T%C3%A1rrega%2C_Francisco)
153,"Broca, José",1805,1882,,"Albores (Broca, José)",guitar,https://imslp.org/wiki/Albores_(Broca%2C_Jos%C3%A9)
154,"Cano, Antonio",1811,1897,,"Album de composiciones de mediana dificultad (Cano, Antonio)",guitar,https://imslp.org/wiki/Album_de_composiciones_de_mediana_dificultad_(Cano%2C_Antonio)
155,"Munier, Carlo",1859,1911,,"Album favorito, Op.240 (Munier, Carlo)",guitar,https://imslp.org/wiki/Album_favorito%2C_Op.240_(Munier%2C_Carlo)
156,"Cimadevilla, Francisco",1861,1931,,"Album Flamenco (Cimadevilla, Francisco)",guitar,https://imslp.org/wiki/Album_Flamenco_(Cimadevilla%2C_Francisco)
157,"Bane, Johnson C.",1861,1925,,"Album Leaf (Bane, Johnson C.)",guitar,https://imslp.org/wiki/Album_Leaf_(Bane%2C_Johnson_C.)
158,"Malibrán, María",1808,1836,,"Album Lyrique (Malibrán, María)","1-2 voices, guitar",https://imslp.org/wiki/Album_Lyrique_(Malibr%C3%A1n%2C_Mar%C3%ADa)
159,"Cano, Antonio",1811,1897,,"Album of 6 Pieces (Cano, Antonio)",guitar,https://imslp.org/wiki/Album_of_6_Pieces_(Cano%2C_Antonio)
160,"Rung, Henrik",1807,1871,,"Albumsblade (Rung, Henrik)",Guitar,https://imslp.org/wiki/Albumsblade_(Rung%2C_Henrik)
161,"Ludenhoff, Martin",,,,"Aleatoric Studies (Ludenhoff, Martin)",guitar,https://imslp.org/wiki/Aleatoric_Studies_(Ludenhoff%2C_Martin)
162,"Macchi, Claudio",,,,"Alegrias (Macchi, Claudio)",guitar,https://imslp.org/wiki/Alegrias_(Macchi%2C_Claudio)
163,"Calvi, Carlo",,,,"Alemana (Calvi, Carlo)",guitar,https://imslp.org/wiki/Alemana_(Calvi%2C_Carlo)
164,"Sanz, Gaspar",1640,1710,,"Alemanda, La Preciosa (Sanz, Gaspar)",5-course baroque guitar,https://imslp.org/wiki/Alemanda%2C_La_Preciosa_(Sanz%2C_Gaspar)
165,"Murcia, Santiago de",1673,1739,,"La Alemanda, Rda, f.67 (Murcia, Santiago de)",5-course baroque guitar,https://imslp.org/wiki/La_Alemanda%2C_Rda%2C_f.67_(Murcia%2C_Santiago_de)
166,"Ferrandiere, Fernando",1771,1816,,"Alemanda (Ferrandiere, Fernando)",guitar,https://imslp.org/wiki/Alemanda_(Ferrandiere%2C_Fernando)
167,"Mertz, Johann Kaspar",1806,1856,,"Alessandro Stradella, Op.51 (Mertz, Johann Kaspar)",2 guitars,https://imslp.org/wiki/Alessandro_Stradella%2C_Op.51_(Mertz%2C_Johann_Kaspar)
168,"Weidt, Albert John",1866,1945,,"Alevia (Weidt, Albert John)",2 guitars,https://imslp.org/wiki/Alevia_(Weidt%2C_Albert_John)
169,"Hayden, Winslow Lewis",1839,1886,,"Alexander Grand March (Hayden, Winslow Lewis)",guitar,https://imslp.org/wiki/Alexander_Grand_March_(Hayden%2C_Winslow_Lewis)
170,"Ferrer, Manuel Ygnacio",1832,1904,,"Alexandrina (Ferrer, Manuel Ygnacio)",guitar,https://imslp.org/wiki/Alexandrina_(Ferrer%2C_Manuel_Ygnacio)
171,"Labitzky, Joseph",1802,1881,,"Alexandrinen-Walzer, Op.43 (Labitzky, Joseph)",guitar / piano,https://imslp.org/wiki/Alexandrinen-Walzer%2C_Op.43_(Labitzky%2C_Joseph)
172,"Decker-Schenk, Johann",1826,1899,,"Alexis-Polka lento (Decker-Schenk, Johann)",Guitar,https://imslp.org/wiki/Alexis-Polka_lento_(Decker-Schenk%2C_Johann)
173,"Gardana, Enea",1843,1901,,"Alfonsina (Gardana, Enea)",guitar,https://imslp.org/wiki/Alfonsina_(Gardana%2C_Enea)
174,"Diabelli, Anton",1781,1858,,"Alfred Walzer (Diabelli, Anton)",2 guitars,https://imslp.org/wiki/Alfred_Walzer_(Diabelli%2C_Anton)
175,"Knoop, María Dolores",1813,1892,,"L'Alhambra (Knoop, María Dolores)",guitar,https://imslp.org/wiki/L'Alhambra_(Knoop%2C_Mar%C3%ADa_Dolores)
176,"Parga, Juan",1843,1899,,"Alhambra, Op.29 (Parga, Juan)",guitar,https://imslp.org/wiki/Alhambra%2C_Op.29_(Parga%2C_Juan)
177,"Simpson, Daniel Léo",,,,"All Hope Lies in Thee (Simpson, Daniel Léo)","Mixed Chorus (SATB) 2 Alto Recorders, Piano, Acoustic Guitar, Electric Bass, Drums",https://imslp.org/wiki/All_Hope_Lies_in_Thee_(Simpson%2C_Daniel_L%C3%A9o)
178,"Ferrari, Carlotta",,,,"All My Fond Love (Ferrari, Carlotta)","voice, guitar",https://imslp.org/wiki/All_My_Fond_Love_(Ferrari%2C_Carlotta)
179,"Nemerovsky, Aleksandr",1859,1915,,"Alla Mazurka (Nemerovsky, Aleksandr)",guitar,https://imslp.org/wiki/Alla_Mazurka_(Nemerovsky%2C_Aleksandr)
180,"Sysmoebius, Z Q",,,,"Alla ripieno rubatino del'agnole ratiocinat con agra (Sysmoebius, Z Q)","2 acoustic guitars, keys FM 18, bass",https://imslp.org/wiki/Alla_ripieno_rubatino_del'agnole_ratiocinat_con_agra_(Sysmoebius%2C_Z_Q)
181,"Dorn, Charles James",1839,1909,,"Allandale Polka (Dorn, Charles James)",guitar,https://imslp.org/wiki/Allandale_Polka_(Dorn%2C_Charles_James)
182,"Menkveld, Jan Willem",,,,"Alle Werke aus 2020, Op.43 (Menkveld, Jan Willem)",various (see above),https://imslp.org/wiki/Alle_Werke_aus_2020%2C_Op.43_(Menkveld%2C_Jan_Willem)
183,"Carulli, Ferdinando",1770,1841,,"Allegretti per chitarra sola (Carulli, Ferdinando)",guitar,https://imslp.org/wiki/Allegretti_per_chitarra_sola_(Carulli%2C_Ferdinando)
184,"Paganini, Niccolò",1782,1840,,"Allegretto in A major, MS 90 (Paganini, Niccolò)",guitar,https://imslp.org/wiki/Allegretto_in_A_major%2C_MS_90_(Paganini%2C_Niccol%C3%B2)
185,"Paganini, Niccolò",1782,1840,,"Allegretto in A minor, MS 91 (Paganini, Niccolò)",guitar,https://imslp.org/wiki/Allegretto_in_A_minor%2C_MS_91_(Paganini%2C_Niccol%C3%B2)
186,"Broca, José",1805,1882,,"Allegretto (Broca, José)",guitar,https://imslp.org/wiki/Allegretto_(Broca%2C_Jos%C3%A9)
187,"Aguado, Dionisio",1784,1849,,"Allegro brillante in E major (Aguado, Dionisio)",guitar,https://imslp.org/wiki/Allegro_brillante_in_E_major_(Aguado%2C_Dionisio)
188,"Fortea, Daniel",1878,1953,,"Allegro de concierto, Op.11 (Fortea, Daniel)",guitar,https://imslp.org/wiki/Allegro_de_concierto%2C_Op.11_(Fortea%2C_Daniel)
189,"Bosch, Jacques",1825,1895,,"Allegro de Sonate, Op.17 (Bosch, Jacques)",Guitar,https://imslp.org/wiki/Allegro_de_Sonate%2C_Op.17_(Bosch%2C_Jacques)
190,"Chakravorty, Kingshuk",,,,"Allegro for Flute and Guitar, Op.1 (Chakravorty, Kingshuk)","flute, guitar",https://imslp.org/wiki/Allegro_for_Flute_and_Guitar%2C_Op.1_(Chakravorty%2C_Kingshuk)
191,"Coste, Napoléon",1805,1883,,"Allegro in A major (Coste, Napoléon)",Guitar,https://imslp.org/wiki/Allegro_in_A_major_(Coste%2C_Napol%C3%A9on)
192,"Aguado, Dionisio",1784,1849,,"Allegro in G major (Aguado, Dionisio)",guitar,https://imslp.org/wiki/Allegro_in_G_major_(Aguado%2C_Dionisio)
193,"Chakravorty, Kingshuk",,,,"Allegro moderato, Op.17 (Chakravorty, Kingshuk)","flute, guitar",https://imslp.org/wiki/Allegro_moderato%2C_Op.17_(Chakravorty%2C_Kingshuk)
194,"Laporta, Isidoro de",1750,1808,,"Allegro pour la Guitare (Laporta, Isidoro de)",guitar,https://imslp.org/wiki/Allegro_pour_la_Guitare_(Laporta%2C_Isidoro_de)
195,"Barrios Mangoré, Agustín",1885,1944,,"Allegro Sinfónico (Barrios Mangoré, Agustín)",guitar,https://imslp.org/wiki/Allegro_Sinf%C3%B3nico_(Barrios_Mangor%C3%A9%2C_Agust%C3%ADn)
196,"Arizpacochaga, Juan de",1800,,,"Allegro (Arizpacochaga, Juan de)",guitar,https://imslp.org/wiki/Allegro_(Arizpacochaga%2C_Juan_de)
197,"Murcia, Santiago de",1673,1739,,"Allegro (Murcia, Santiago de)",5 course baroque guitar,https://imslp.org/wiki/Allegro_(Murcia%2C_Santiago_de)
198,"Spada, Luca",,,,"Alleluja, Op.54 (Spada, Luca)","voice, oboe, sax, violin, guitar",https://imslp.org/wiki/Alleluja%2C_Op.54_(Spada%2C_Luca)
199,"Spada, Luca",,,,"Alleluja, Op.62 (Spada, Luca)","voice, flute, oboe, tenor saxophone, guitars, violin, cello(the guitar parts (1 or more, at the discretion of the performers) are improvised and not notated in the score; the chord symbols are above the soprano vocal part)",https://imslp.org/wiki/Alleluja%2C_Op.62_(Spada%2C_Luca)
200,"Campion, François",1685,1747,,"Allemande à 4 temps (Campion, François)",guitar,https://imslp.org/wiki/Allemande_%C3%A0_4_temps_(Campion%2C_Fran%C3%A7ois)
201,"Casorti, Alessandro",1830,1867,,"Allemande à trois (Casorti, Alessandro)",guitar solo orviolin (flute) and guitar or2 guitars,https://imslp.org/wiki/Allemande_%C3%A0_trois_(Casorti%2C_Alessandro)
202,"Visée, Robert de",1652,1730,,"Allemande in D minor, R 1.21 (Visée, Robert de)",5-course baroque guitar,https://imslp.org/wiki/Allemande_in_D_minor%2C_R_1.21_(Vis%C3%A9e%2C_Robert_de)
203,"Campion, François",1685,1747,,"Allemande tendrement (Campion, François)",guitar,https://imslp.org/wiki/Allemande_tendrement_(Campion%2C_Fran%C3%A7ois)
204,"Steinfels, Adolph",1821,1846,,"7 Allemandes avec Introduction et Coda, Op.5 (Steinfels, Adolph)",guitar,https://imslp.org/wiki/7_Allemandes_avec_Introduction_et_Coda%2C_Op.5_(Steinfels%2C_Adolph)
205,"Diabelli, Anton",1781,1858,,"6 Allemandes pour la Guitarre et Piano Forte, Cahier II (Diabelli, Anton)","guitar, piano",https://imslp.org/wiki/6_Allemandes_pour_la_Guitarre_et_Piano_Forte%2C_Cahier_II_(Diabelli%2C_Anton)
206,"Call, Leonhard von",1767,1815,,"6 Allemandes, Op.48 (Call, Leonhard von)",2 guitars,https://imslp.org/wiki/6_Allemandes%2C_Op.48_(Call%2C_Leonhard_von)
207,"Plouvier, Pierre Joseph",,1826,,"Allemandes, Rondeaux, Sauteuses & Anglaises (Plouvier, Pierre Joseph)",guitar,https://imslp.org/wiki/Allemandes%2C_Rondeaux%2C_Sauteuses_%26_Anglaises_(Plouvier%2C_Pierre_Joseph)
208,"Huber, Ferdinand Fürchtegott",1791,1863,,"6 Allemannische Gedichte (Huber, Ferdinand Fürchtegott)","voice, piano (or guitar)",https://imslp.org/wiki/6_Allemannische_Gedichte_(Huber%2C_Ferdinand_F%C3%BCrchtegott)
209,"Augusto, Pedro Manuel",,,,"Alma Enamorada, Op.13 (Augusto, Pedro Manuel)","2 Portuguese guitars, acoustic guitar",https://imslp.org/wiki/Alma_Enamorada%2C_Op.13_(Augusto%2C_Pedro_Manuel)
210,"Barker of Boston, George",1852,1916,,"Alma March (Barker of Boston, George)",guitar,https://imslp.org/wiki/Alma_March_(Barker_of_Boston%2C_George)
211,"Le Roy, Adrien",1520,1598,,"Almande (Le Roy, Adrien)",renaissance (4-course) guitar,https://imslp.org/wiki/Almande_(Le_Roy%2C_Adrien)
212,"Alba, Antonio",1873,1940,,"La Aloja, Op.67 (Alba, Antonio)","voice, guitar",https://imslp.org/wiki/La_Aloja%2C_Op.67_(Alba%2C_Antonio)
213,"Vysotsky, Mikhail",1791,1837,,"Along the pavement (Vysotsky, Mikhail)",guitar,https://imslp.org/wiki/Along_the_pavement_(Vysotsky%2C_Mikhail)
214,"Steinfels, Adolph",1821,1846,,"6 Alpen-Laendler, Op.14 (Steinfels, Adolph)",guitar,https://imslp.org/wiki/6_Alpen-Laendler%2C_Op.14_(Steinfels%2C_Adolph)
215,"Schmölzl, Carl Wilhelm",1820,1852,,"Alpenhornmarsch for Guitar, Op.49 (Schmölzl, Carl Wilhelm)",guitar,https://imslp.org/wiki/Alpenhornmarsch_for_Guitar%2C_Op.49_(Schm%C3%B6lzl%2C_Carl_Wilhelm)
216,"Wanczura, Josef",1800,1860,,"Alpensänger-Walzer (Wanczura, Josef)",guitar,https://imslp.org/wiki/Alpens%C3%A4nger-Walzer_(Wanczura%2C_Josef)
217,"Dorn, Charles James",1839,1909,,"Alpine Rose (Dorn, Charles James)",guitar,https://imslp.org/wiki/Alpine_Rose_(Dorn%2C_Charles_James)
218,"Scherrer, Heinrich",1865,1937,,"3 Altdeutsche Volkslieder (Scherrer, Heinrich)",Voice and Guitar,https://imslp.org/wiki/3_Altdeutsche_Volkslieder_(Scherrer%2C_Heinrich)
219,"Ziegler, Ignaz",1914,1916,,"Die alten Lieder (Ziegler, Ignaz)",Voice and Guitar,https://imslp.org/wiki/Die_alten_Lieder_(Ziegler%2C_Ignaz)
220,"Stahl, William C.",1869,1940,,"Always Faithful (Stahl, William C.)",guitar,https://imslp.org/wiki/Always_Faithful_(Stahl%2C_William_C.)
221,"Reger, C.",,,,"Am grünen Rhein (Reger, C.)",Guitar,https://imslp.org/wiki/Am_gr%C3%BCnen_Rhein_(Reger%2C_C.)
222,"Henze, Karl",1872,1946,,"Am See, Op.15 (Henze, Karl)",guitar,https://imslp.org/wiki/Am_See%2C_Op.15_(Henze%2C_Karl)
223,"Ferrer, José",1835,1916,,"El Amable (Ferrer, José)",guitar,https://imslp.org/wiki/El_Amable_(Ferrer%2C_Jos%C3%A9)
224,"Morales, Justo Tomás",1877,1953,,"Amalia (Morales, Justo Tomás)",guitar,https://imslp.org/wiki/Amalia_(Morales%2C_Justo_Tom%C3%A1s)
225,"Abreu, Zequinha",1880,1935,,"Amando sobre o Mar (Abreu, Zequinha)",guitar,https://imslp.org/wiki/Amando_sobre_o_Mar_(Abreu%2C_Zequinha)
226,"Gatayes, Guillaume-Pierre-Antoine",1774,1846,,"L'amant délaissé (Gatayes, Guillaume-Pierre-Antoine)","voice, guitar or lyre",https://imslp.org/wiki/L'amant_d%C3%A9laiss%C3%A9_(Gatayes%2C_Guillaume-Pierre-Antoine)
227,"Pfund, Annie K.",,,,"Amaranth Waltz (Pfund, Annie K.)",guitar,https://imslp.org/wiki/Amaranth_Waltz_(Pfund%2C_Annie_K.)
228,"Mourey, Colette",,,,"Amazing Grace (Mourey, Colette)",guitar solo,https://imslp.org/wiki/Amazing_Grace_(Mourey%2C_Colette)
229,"Weidt, Albert John",1866,1945,,"The Amazon (Weidt, Albert John)",2 guitars,https://imslp.org/wiki/The_Amazon_(Weidt%2C_Albert_John)
230,"Bosch, Jacques",1825,1895,,"L'Amazone, Op.90 (Bosch, Jacques)",Guitar,https://imslp.org/wiki/L'Amazone%2C_Op.90_(Bosch%2C_Jacques)
231,"Strauss Jr., Johann",1825,1899,,"Amazzoni (Strauss Jr., Johann)","mandolin, guitar",https://imslp.org/wiki/Amazzoni_(Strauss_Jr.%2C_Johann)
232,"Kimberling, Clark",,,,"American Melodies (Kimberling, Clark)","flute, guitar (or other instruments)",https://imslp.org/wiki/American_Melodies_(Kimberling%2C_Clark)
233,"Alegre, Magin",1840,1904,,"Americana (Alegre, Magin)",guitar,https://imslp.org/wiki/Americana_(Alegre%2C_Magin)
234,"Ferrer, José",1835,1916,,"Americana (Ferrer, José)",guitar,https://imslp.org/wiki/Americana_(Ferrer%2C_Jos%C3%A9)
235,"Broca, José",1805,1882,,"La Amistad (Broca, José)",guitar,https://imslp.org/wiki/La_Amistad_(Broca%2C_Jos%C3%A9)
236,"Urcullu, Leopold de",1797,1839,,"La amistad (Urcullu, Leopold de)",guitar,https://imslp.org/wiki/La_amistad_(Urcullu%2C_Leopold_de)
237,"Rodríguez Arenas, Mario",1879,1949,,"Amor Campero (Rodríguez Arenas, Mario)","voice, guitar",https://imslp.org/wiki/Amor_Campero_(Rodr%C3%ADguez_Arenas%2C_Mario)
238,"Alba, Antonio",1873,1940,,"Amor Naciente, Op.21 (Alba, Antonio)",guitar,https://imslp.org/wiki/Amor_Naciente%2C_Op.21_(Alba%2C_Antonio)
239,"Damas, Tomás",1825,1890,,"Amor paterno! (Damas, Tomás)",guitar,https://imslp.org/wiki/Amor_paterno!_(Damas%2C_Tom%C3%A1s)
240,"Eberwein, Traugott Maximilian",1775,1831,,"Amor Proteus, Op.13 (Eberwein, Traugott Maximilian)","Voice, Piano or Guitar (Violin and Horn ad.lib.)",https://imslp.org/wiki/Amor_Proteus%2C_Op.13_(Eberwein%2C_Traugott_Maximilian)
241,"Moretti, Federico",1769,1839,,"El amor y la amistad (Moretti, Federico)","voice, guitar, pianoforte",https://imslp.org/wiki/El_amor_y_la_amistad_(Moretti%2C_Federico)
242,"Cimadevilla, Francisco",1861,1931,,"Amor y música (Cimadevilla, Francisco)",guitar,https://imslp.org/wiki/Amor_y_m%C3%BAsica_(Cimadevilla%2C_Francisco)
243,"Laurent, Charles",,,,"L'amour en sentinelle (Laurent, Charles)","voice, guitar",https://imslp.org/wiki/L'amour_en_sentinelle_(Laurent%2C_Charles)
244,"Sola, Carlo Michele Alessio",1786,1857,,"L'amour et l'amitie, Op.46 (Sola, Carlo Michele Alessio)","voice, guitar (or harp, or piano)",https://imslp.org/wiki/L'amour_et_l'amitie%2C_Op.46_(Sola%2C_Carlo_Michele_Alessio)
245,"Raoulx, Maurice de",1825,,,"L'amour et la bergerette (Raoulx, Maurice de)","voice, guitar",https://imslp.org/wiki/L'amour_et_la_bergerette_(Raoulx%2C_Maurice_de)
246,"Carafa, Michele",1787,1872,,"L'amour et la rente (Carafa, Michele)","voice, guitar",https://imslp.org/wiki/L'amour_et_la_rente_(Carafa%2C_Michele)
247,"Géraldy, Just",1808,1869,,"Amour et mystère (Géraldy, Just)","voice, guitar",https://imslp.org/wiki/Amour_et_myst%C3%A8re_(G%C3%A9raldy%2C_Just)
248,"Masini, Francesco",1804,1863,,"Les amoureux de village (Masini, Francesco)","voice, guitar",https://imslp.org/wiki/Les_amoureux_de_village_(Masini%2C_Francesco)
249,"Horetzky, Felix",1796,1870,,"Amusemens, Op.18 (Horetzky, Felix)",guitar,https://imslp.org/wiki/Amusemens%2C_Op.18_(Horetzky%2C_Felix)
250,"Kummer, Kaspar",1795,1870,,"Amusemens, Op.38 (Kummer, Kaspar)","flute, guitar",https://imslp.org/wiki/Amusemens%2C_Op.38_(Kummer%2C_Kaspar)
251,"Kummer, Kaspar",1795,1870,,"Amusemens, Op.56 (Kummer, Kaspar)","flute, guitar",https://imslp.org/wiki/Amusemens%2C_Op.56_(Kummer%2C_Kaspar)
252,"Küffner, Joseph",1776,1856,,"Amusement du Guitariste (Küffner, Joseph)",guitar,https://imslp.org/wiki/Amusement_du_Guitariste_(K%C3%BCffner%2C_Joseph)
253,"Weidt, Albert John",1866,1945,,"Amusement in 2/4 (Weidt, Albert John)",guitar,https://imslp.org/wiki/Amusement_in_2%2F4_(Weidt%2C_Albert_John)
254,"Bortolazzi, Bartolomeo",1772,1820,,"Amusement periodique pour la Guitarre (Bortolazzi, Bartolomeo)",guitar; various other instrumental combinations,https://imslp.org/wiki/Amusement_periodique_pour_la_Guitarre_(Bortolazzi%2C_Bartolomeo)
255,"Albanese, Antonio",1728,1803,,"Les Amusements de Melpomène (Albanese, Antonio)","voice, violin, guitar, continuo (various combinations mentioned above)",https://imslp.org/wiki/Les_Amusements_de_Melpom%C3%A8ne_(Albanese%2C_Antonio)
256,"Kummer, Kaspar",1795,1870,,"Amusements pour Flute et Guitarre, Op.18 (Kummer, Kaspar)","flute, guitar",https://imslp.org/wiki/Amusements_pour_Flute_et_Guitarre%2C_Op.18_(Kummer%2C_Kaspar)
257,"Diabelli, Anton",1781,1858,,"Amusements pour les Dames (Diabelli, Anton)",Guitar,https://imslp.org/wiki/Amusements_pour_les_Dames_(Diabelli%2C_Anton)
258,"Giuliani, Mauro",1781,1829,,"Amusements, Op.10 (Giuliani, Mauro)",guitar,https://imslp.org/wiki/Amusements%2C_Op.10_(Giuliani%2C_Mauro)
259,"Weidt, Albert John",1866,1945,,"Amusement (Weidt, Albert John)",guitar,https://imslp.org/wiki/Amusement_(Weidt%2C_Albert_John)
260,"Spintler, Christian",1817,1872,,"Amusment sur 'Il trovatore', Op.83 (Spintler, Christian)","flute, guitar",https://imslp.org/wiki/Amusment_sur_'Il_trovatore'%2C_Op.83_(Spintler%2C_Christian)
261,"Janon, Charles de",1834,1911,,"Amy Waltz (Janon, Charles de)",guitar,https://imslp.org/wiki/Amy_Waltz_(Janon%2C_Charles_de)
262,"Grayson, Martin",,,,"An Album of 14 Solo Guitar Pieces (Grayson, Martin)",Guitar,https://imslp.org/wiki/An_Album_of_14_Solo_Guitar_Pieces_(Grayson%2C_Martin)
263,"Pattabiraman, Ananth",,,,"An Avant-Garde Tuesday (Pattabiraman, Ananth)",Guitar and Bass,https://imslp.org/wiki/An_Avant-Garde_Tuesday_(Pattabiraman%2C_Ananth)
264,"Göpfert, Carl Andreas",1768,1818,,"An Chloe (Göpfert, Carl Andreas)","voice, flute or clarinet, guitar",https://imslp.org/wiki/An_Chloe_(G%C3%B6pfert%2C_Carl_Andreas)
265,"Padovec, Ivan",1800,1873,,"An den Abendstern, Op.72 (Padovec, Ivan)","voice, guitar",https://imslp.org/wiki/An_den_Abendstern%2C_Op.72_(Padovec%2C_Ivan)
266,"Rudersdorff, Joseph",1799,1866,,"An den Genius des Weins (Rudersdorff, Joseph)",voice. piano (or guitar),https://imslp.org/wiki/An_den_Genius_des_Weins_(Rudersdorff%2C_Joseph)
267,"Shand, Ernest",1868,1924,,"An Evening Reverie, Op.54 (Shand, Ernest)",guitar,https://imslp.org/wiki/An_Evening_Reverie%2C_Op.54_(Shand%2C_Ernest)
268,"Newton, P. W.",,,,"An Evening Reverie (Newton, P. W.)",guitar,https://imslp.org/wiki/An_Evening_Reverie_(Newton%2C_P._W.)
269,"Duff, Gordon",,,,"An Old Pair of Skates (Duff, Gordon)",Guitar,https://imslp.org/wiki/An_Old_Pair_of_Skates_(Duff%2C_Gordon)
270,"Malancioiu, Gabriel",,,,"Anahit (Malancioiu, Gabriel)","duduk, guitar and prepared piano",https://imslp.org/wiki/Anahit_(Malancioiu%2C_Gabriel)
271,"Alais, Juan",1844,1914,,"Analda, Op.70 (Alais, Juan)","voice, guitar",https://imslp.org/wiki/Analda%2C_Op.70_(Alais%2C_Juan)
272,"Sychra, Andrei",1773,1850,,"Ancient Russian Romance (Sychra, Andrei)",2 guitars,https://imslp.org/wiki/Ancient_Russian_Romance_(Sychra%2C_Andrei)
273,"Sychra, Andrei",1773,1850,,"And the Noise and the Buzz (Sychra, Andrei)",guitar,https://imslp.org/wiki/And_the_Noise_and_the_Buzz_(Sychra%2C_Andrei)
274,"Sagreras, Julio Salvador",1879,1942,,"El andalúz, Op.33 (Sagreras, Julio Salvador)",Guitar,https://imslp.org/wiki/El_andal%C3%BAz%2C_Op.33_(Sagreras%2C_Julio_Salvador)
275,"Fortea, Daniel",1878,1953,,"Andaluza (Fortea, Daniel)",guitar,https://imslp.org/wiki/Andaluza_(Fortea%2C_Daniel)
276,"Legnani, Luigi",1790,1877,,"Andante and Allegro, Op.202 (Legnani, Luigi)",Guitar,https://imslp.org/wiki/Andante_and_Allegro%2C_Op.202_(Legnani%2C_Luigi)
